Apartment_names,Spezialisierung 1,Spezialisierung 2,Spezialisierung 3,Klassifikation,Adresse,PLZ,Ort,Telefon,Email,Website,Source_Link
Hôtel Strasbourg Genève,,,,N/A,Rue Pradier 10,1201,Genève,+41229065800,strasbourg@fhotels.ch,https://fassbindhotels.ch/fr/hotel/strasbourg/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-strasbourg
Hotel Strela Davos Platz,Bikehotel,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Obere Strasse 39,7270,Davos,+41814176777,hotels@mountainhotels.ch,https://www.mountainhotels.ch/hotel/hotel-strela/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-strela
Hotel Stüa Granda Soglio,Wanderhotel,Ausgezeichnete Küche,,Klassiert als Swiss Lodge durch HotellerieSuisse,Via Sott Paré 30,7610,Soglio,+41818340333,info@stuagranda.ch,https://www.stuagranda.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-stuea-granda
Hôtel Suisse Le Châtelard VS,,,,N/A,Route Cantonale 28,1925,Le,+41277681135,info@hotelsuisse.ch,https://www.hotelsuisse.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-suisse
Hotel Suisse Champéry,Seminarhotel,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Rue du Village 55,1874,Champéry,+41244790707,info@hotelsuissechampery.ch,https://www.hotelsuissechampery.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-suisse-1
Hotel Suisse Poschiavo,,,,N/A,Via da Mez 151,7742,Poschiavo,+41818440788,hotel@suisse-poschiavo.ch,https://www.suisse-poschiavo.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-suisse-2
Hôtel Suisse Genève,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Place de Cornavin 10,1201,Genève,+41227326630,reservation@hotel-suisse.ch,http://www.hotel-suisse.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-suisse-3
Hotel Sunnehof Garni Kirchberg BE,,,,N/A,Hauptstrasse 19 A,3422,Kirchberg,+41344452310,hotel.sunnehof@bluewin.ch,https://www.sunnehof-hotel.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-sunnehof
Hôtel Sunways Champex-Lac,,,,N/A,Route du Vallon 5,1938,Champex-Lac,+41277831122,hotel@sunways.ch,http://www.sunways.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-sunways
Hotel Suretta Splügen,,,,N/A,Hauptstrasse 37,7435,Splügen,+41816509550,info@suretta.ch,http://www.suretta.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-suretta
Hotel Sursee Sursee,,,,N/A,Bahnhofstrasse 15,6210,Sursee,+41419222323,info@hotel-sursee.ch,http://www.hotel-sursee.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-sursee
Hotel Süsom Surlej Silvaplana,,,,N/A,Via dal Corvatsch 69,7513,Silvaplana,+41818288212,hotel@nigglis.com,http://www.nigglis.com/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-suesom-surlej
Hotel Süsom-Givè Tschierv,,,,N/A,Süsom Givè 82,7532,Tschierv,+41818585182,ofenpass@gmx.ch,https://www.ofenpass.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-suesom-give
Hotel Suvretta House St. Moritz,Wellness & Spa,Top Familienhotel,Kongresshotel,Klassiert als 5-Sterne Superior Hotel durch HotellerieSuisse,Via Chasellas 1,7500,St.,+41818363636,info@suvrettahouse.ch,https://www.suvrettahouse.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-suvretta-house
Hotel Swiss Kreuzlingen,,,,N/A,Hauptstrasse 72,8280,Kreuzlingen,+41716778040,info@hotelswiss.info,http://www.hotelswiss.info,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-swiss
Hotel Swiss Star Wetzikon ZH,Businesshotel,Seminarhotel,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Grubenstrasse 5,8620,Wetzikon,+41445787800,info@hotel-swiss-star.ch,http://www.hotel-swiss-star.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-swiss-star
Hotel Tamaro Ascona,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Piazza Giuseppe Motta 35,6612,Ascona,+41917854848,info@hotel-tamaro.ch,https://hotel-tamaro-ascona.hotelescuatroestrellas.website/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-tamaro
Hotel Tamina Vättis,,,,N/A,Platz 11,7315,Vättis,+41813061173,info@tamina-hotel.ch,http://www.tamina-hotel.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-tamina
Hotel Tannenboden Flumserberg Tannenbodenalp,,,,N/A,Flumserbergstrasse 184,8898,Flumserberg,+41817331122,info@tannenboden.ch,https://www.tannenboden.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-tannenboden
Hotel Taverne zum Kreuz Winterthur,,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Stadthausstrasse 10B,8400,Winterthur,+41522031111,info@tavernezumkreuz.ch,https://crossbbq.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-taverne-zum-kreuz-1
Hotel Taverne zum Kreuz Olten,,,,N/A,Hauptgasse 18,4600,Olten,+41622127818,roger.lang@kreuzolten.ch,https://www.kreuzolten.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-taverne-zum-kreuz
Hotel Tell Matten b. Interlaken,,,,N/A,Hauptstrasse 49,3800,Matten,+41338221825,info@hotel-tell.com,http://www.hotel-tell.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-tell
Hotel Tell Seelisberg,,,,N/A,Dorfstrasse 81,6377,Seelisberg,+41418201267,info@hoteltell.ch,http://www.hoteltell.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-tell-1
Hotel Terminus Samedan,,,,N/A,Via Retica 24,7503,Samedan,+41818525336,info@terminus-samedan.ch,https://www.terminus-samedan.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-terminus
Hôtel Terminus Orsières,,,,N/A,Route de la Gare 25,1937,Orsières,+41275521100,info@terminus-orsieres.ch,http://terminus-orsieres.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-terminus-1
Hotel Terminus Brugg Brugg AG,,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Bahnhofplatz 1,5200,Brugg,+41564602525,info@terminus-brugg.ch,http://www.terminus-brugg.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-terminus-brugg
Hotel Terrace Engelberg,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Terracestrasse 33,6390,Engelberg,+41416396666,mhuber@terrace.ch,http://www.terrace.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-terrace
Hotel Terrasse am See Vitznau,Historic Hotel,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Bahnhofstrasse 2,6354,Vitznau,+41413971033,info@hotel-terrasse.ch,https://www.hotel-terrasse.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-terrasse-am-see
Hotel Tgesa Scarpatetti Cunter,,,,N/A,Stradung 18,7452,Cunter,+41816842666,info@tgesa-scarpatetti.ch,http://www.tgesa-scarpatetti.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-tgesa-scarpatetti
Hôtel The Ambassador Genève,,,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Quai des Bergues 21,1201,Genève,+41229080530,info@the-ambassador.ch,http://www.the-ambassador.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-the-ambassador
Hotel The Bed + Breakfast Luzern,,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Taubenhausstrasse 34,6005,Luzern,+41413101514,info@theBandB.ch,http://www.theBandB.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-the-bed-breakfast
Hotel THE FLAG Zürich,,,,Klassiert als 2-Sterne Hotel durch HotellerieSuisse,Baslerstrasse 100,8048,Zürich,+41444000010,contact@theflag-zuerich.ch,http://www.theflag-zuerich.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-the-flag-zuerich
Hotel The Larix Saas-Fee,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Gletscherstrasse 14,3906,Saas-Fee,+41279586464,info@the-larix.ch,https://www.the-larix.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-the-larix
Hôtel The New Midi Genève,,,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Place Chevelu 4,1201,Genève,+41225441500,info@the-new-midi.ch,https://www.the-new-midi.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-the-new-midi
Hotel The Passage Basel,Businesshotel,,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Steinengraben 51,4051,Basel,+41616315151,sleep@thepassage.ch,http://www.thepassage.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-the-passage
Hotel the rex Zermatt,,,,N/A,Riedstrasse 9,3920,Zermatt,+41279667500,info@hotel-rex.ch,https://www.hotel-rex.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-rex
Hotel Thorenberg Luzern,,,,N/A,Thorenbergstrasse 5,6014,Luzern,+41412505200,info@thorenberg.ch,https://www.thorenberg.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-thorenberg
Hotel Thurgauerhof Weinfelden,Kongresshotel,Seminarhotel,,Klassiert als Swiss Lodge durch HotellerieSuisse,Thomas-Bornhauser-Strasse 10,8570,Weinfelden,+41716263333,info@thurgauerhof.com,http://www.thurgauerhof.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-thurgauerhof
Hotel Tiefenbach Realp,,,,N/A,Am Furkapass,6491,Realp,+41418871322,info@hotel-tiefenbach.ch,http://hotel-tiefenbach.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-tiefenbach
Hôtel Tiffany Genève,Businesshotel,,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Rue de l'Arquebuse 20,1204,Genève,+41227081616,info@tiffanyhotel.ch,https://www.tiffanyhotel.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-tiffany
Hotel Tigilou Belalp,,,,N/A,Bruchegg 1,3914,Belalp,+41275602060,info@tigilou.ch,https://www.tigilou.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-tigilou
Hotel Tivoli Schlieren,,,,N/A,Zürcherstrasse 26,8952,Schlieren,+41447302211,empfang@hotel-tivoli.ch,http://hotel-tivoli.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-tivoli
Hotel Tobler Ascona,,,,N/A,Strada Collina 28,6612,Ascona,+41917851212,info@hotel-tobler.ch,https://www.hotel-tobler.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-tobler
Hotel Tödi Linthal,,,,N/A,Auenstrasse 49,8783,Linthal,+41556535070,info@hoteltoedi.ch,http://www.hoteltoedi.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-toedi
Hotel Tödiblick Braunwald,,,,N/A,Schwändibergstrasse 19,8784,Braunwald,+41556536363,info@hotel-toediblick.ch,https://www.hotel-toediblick.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-alexanders-toediblick
Hotel Toggenburg Wildhaus,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Hauptstrasse 88,9658,Wildhaus,+41719985010,info@hoteltoggenburg.ch,https://hoteltoggenburg.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-toggenburg
Hotel Toggenburgerhof Kirchberg SG,,,,N/A,Florastrasse 2,9533,Kirchberg,+41719320032,info@toggenburgerhof.ch,http://www.toggenburgerhof.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-toggenburgerhof
Hotel Toscana Interlaken,Bikehotel,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Jungfraustrasse 19,3800,Interlaken,+41338233033,toscana@hotel-toscana.ch,http://www.hotel-toscana.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-toscana
Hotel Töss Winterthur,,,,N/A,Zürcherstrasse 106,8406,Winterthur,+41522025321,info@hotel-toess.ch,http://www.hotel-toess.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-toess
Hotel Touring / Mövenpick Chiasso Chiasso,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Piazza Indipendenza 1,6830,Chiasso,+41916825331,hotel.touring@marche-int.com,http://www.moevenpick-restaurants.com/hotel-albergo-touring,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-moevenpick-albergo-touring
Hôtel Touring au Lac Neuchâtel 1,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Place Numa-Droz 1,2001,Neuchâtel,+41327255501,hotel@touringaulac.ch,http://www.touringaulac.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-touring-au-lac
Hotel Touring Capricorn Zermatt,,,,N/A,Riedstrasse 45,3920,Zermatt,+41279671177,info@capricorn-zermatt.ch,http://www.capricorn-zermatt.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-touring-capricorn
Hotel Tourist Flüelen,,,,N/A,Axenstrasse 90,6454,Flüelen,+41418740050,info@hotel-tourist.ch,https://www.hotel-tourist.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-tourist
Hotel Trattoria Caroline Alvaneu Bad,,,,N/A,Albulastrasse,7473,Alvaneu,+41814041008,info@trattoriacaroline.ch,http://www.trattoriacaroline.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-trattoria-caroline
Hotel Traube Scuol,,,,N/A,Via da l'Ospidal 199,7550,Scuol,+41818610700,hotel@traube.ch,https://www.traube.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-traube
Hotel Trompeterschlössle am Seerhein Tägerwilen,,,,N/A,Konstanzerstrasse 123,8274,Tägerwilen,+41716693131,info@trompeterschloessle.com,https://www.trompeterschloessle.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-restaurant-trompeterschloessle
Hotel Tschuggen Grindelwald,,,,Klassiert als 2-Sterne Hotel durch HotellerieSuisse,Dorfstrasse 134,3818,Grindelwald,+41338531781,hotel@tschuggen-grindelwald.ch,https://www.tschuggen-grindelwald.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-tschuggen
Hôtel Tulip Inn Lausanne-Beaulieu Lausanne,Businesshotel,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Chemin du Cerisier 8-10,1004,Lausanne,+41216461625,reception@tulipinnlausanne.ch,http://www.tulipinnlausanne.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-tulip-inn-lausanne-beaulieu
Hotel Turna Malbun Triesenberg,Top Familienhotel,,,N/A,Im Malbun 55,9497,Triesenberg,+4232655040,info@turna.li,http://www.turna.li/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-turna-malbun
Hotel Twing Hasliberg Wasserwendi,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Twing 365A,6084,Hasliberg,+41339712812,hotel-twing@bluewin.ch,http://www.hotel-twing.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-twing
Hotel Ucliva Waltensburg/Vuorz,,,,N/A,Darums 10,7158,Waltensburg/Vuorz,+41819412242,info@ucliva.ch,https://www.ucliva.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-biohotel-ucliva
Hotel und Naturresort Handeck Guttannen,Familienfreundliches Hotel,Wanderhotel,Ausgezeichnete Küche,Klassiert als 3-Sterne Superior Hotel durch HotellerieSuisse,Grimselstrasse 19,3864,Guttannen,+41339823611,hotels@grimselwelt.ch,https://www.grimselwelt.ch/grimselhotels,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-und-naturresort-handeck
Hotel und Restaurant Bären Sigriswil Sigriswil,Seminarhotel,,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Raftstrasse 6,3655,Sigriswil,+41332528080,info@baerensigriswil.ch,http://www.baerensigriswil.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-und-restaurant-baeren-sigriswil
Hotel und Restaurant Chesa Flims Waldhaus,,,,N/A,Promenade 18,7018,Flims,+41819112338,info@hotelchesa.ch,http://www.hotelchesa.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-und-restaurant-chesa
Hotel und Restaurant Franz Anton Sargans,,,,N/A,Zürcherstrasse 74,7320,Sargans,+41817233035,kontakt@hotelfranzanton.ch,http://www.hotelfranzanton.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-und-restaurant-franz-anton
Hotel und Restaurant Frohsinn Opfikon,,,,N/A,Mühlegasse 8,8152,Opfikon,+41448106161,hotel@hotel-frohsinn.ch,https://www.hotel-frohsinn.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-und-restaurant-frohsinn
Hotel und Restaurant Schloss Schwandegg Waltalingen,Boutique Hotel,,,Klassiert als Swiss Lodge durch HotellerieSuisse,Schloss Schwandegg 1,8468,Waltalingen,+41716711771,restaurant@schloss-schwandegg.ch,https://www.schloss-schwandegg.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-und-restaurant-schloss-schwandegg
Hotel und Restaurant Schweizerhof Weggis,,,,N/A,Gotthardstrasse 3,6353,Weggis,+41413901114,info@schweizerhof-weggis.ch,http://www.schweizerhof-weggis.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-und-restaurant-schweizerhof
Hotel und Seminarhaus Ländli Oberägeri,,,,N/A,Im Ländli 16,6315,Oberägeri,+41417549111,info@hotel-laendli.ch,http://www.hotel-laendli.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-und-seminarhaus-laendli
Hotel und Zentrum Neu-Schönstatt Quarten,,,,N/A,Josef-Kentenich-Weg 1,8883,Quarten,+41815110200,willkommen@neuschoenstatt.ch,https://www.neuschoenstatt.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-zentrum-neu-schoenstatt
Hotel Unione Bellinzona,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Via Henri Guisan 1,6500,Bellinzona,+41918255577,info@hotelunione.ch,http://www.hotelunione.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-unione
Hotel Untertor Altstätten SG,,,,N/A,Engelgasse 13,9450,Altstätten,+41717575050,info@hotel-untertor.ch,http://www.hotel-untertor.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-untertor
Hotel Urirotstock Isenthal,,,,N/A,Dorfstrasse 27,6461,Isenthal,+41418781152,info@urirotstock.ch,http://www.urirotstock.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-urirotstock
Hotel Uzwil Uzwil,Businesshotel,Seminarhotel,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Bahnhofstrasse 67,9240,Uzwil,+41719557070,info@hotel-uzwil.ch,http://www.hotel-uzwil.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-uzwil
Hotel Vadian Garni St. Gallen,,,,Klassiert als 2-Sterne Superior Hotel durch HotellerieSuisse,Gallusstrasse 36,9000,St.,+41712281878,info@hotel-vadian.com,https://www.hotel-vadian.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-vadian-garni
Hotel Vaduzerhof Vaduz,,,,N/A,Städtle 3,9490,Vaduz,+4232374646,info@vaduzerhof.net,https://www.vaduzerhof.net,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-vaduzerhof
Hotel Val d'Arca Stampa,,,,N/A,,7605,Stampa,+41818221365,valdarca@bluewin.ch,https://hotelvaldarca.wordpress.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-val-darca
Hotel Val d'Uina Sent,,,,N/A,Sur En 327,7554,Sent,+41818663137,valduina@bluewin.ch,http://www.suren.ch/hotel-val-duina/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-val-duina
Hotel Val Sinestra Sent,,,,N/A,,7554,Sent,+41818663105,val@sinestra.ch,https://www.sinestra.ch/de/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-val-sinestra
Hotel Vallatscha Curaglia,,,,N/A,Via Lucmagn,7184,Curaglia,+41819364490,info@vallatscha.com,http://www.vallatscha.com,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-vallatscha
Hotel Valrose Rougemont,,,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Place de la Gare 2,1659,Rougemont,+41269237777,welcome@valrose.ch,https://www.hotelvalrose.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-valrose
Hotel Valserhof Vals,,,,N/A,Rufena 99,7132,Vals,+41819351312,hotel.valserhof@bluewin.ch,https://www.valserhof.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-valserhof
Hôtel Vatel Martigny,Businesshotel,Kongresshotel,Seminarhotel,Klassiert als 4-Sterne Superior Hotel durch HotellerieSuisse,Rue Marconi 19,1920,Martigny,+41277201313,reservation@hotelvatel.ch,https://www.hotelvatel.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-vatel
Hotel Veduta Cinuos-chel,,,,N/A,Via Chantunela 61,7526,Cinuos-chel,+41818541253,info@veduta.ch,http://www.veduta.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-veduta
Hotel Vereina Klosters Klosters,Wanderhotel,Golfhotel,Wellness,Klassiert als 4-Sterne Superior Hotel durch HotellerieSuisse,Landstrasse 179,7250,Klosters,+41814102727,info@vereinaklosters.ch,https://www.vereinaklosters.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-residenz-vereina-klosters
Hotel Vezia Vezia,Bikehotel,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Via San Gottardo 32,6943,Vezia,+41919663631,info@hotelvezia.ch,http://www.hotelvezia.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-vezia
Hotel Viamala Thusis,,,,N/A,Neudorfstrasse 70,7430,Thusis,+41816500808,info@viamalahotel.ch,http://www.viamalahotel.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-viamala
Hotel Victoria Basel,Businesshotel,Seminarhotel,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Centralbahnplatz 3-4,4002,Basel,+41612707070,hotel-victoria@balehotels.ch,http://www.hotelvictoriabasel.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-victoria
Hotel Victoria Brig,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Bahnhofstrasse 2,3900,Brig,+41279231503,hotel_victoria@swissonline.ch,http://www.victoria-brig.ch/,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-victoria-1
Hôtel Victoria Glion,Ausgezeichnete Küche,Seminarhotel,,Klassiert als 4-Sterne Superior Hotel durch HotellerieSuisse,Route de Caux 16,1823,Glion,+41219628282,info@victoria-glion.ch,https://www.victoria-glion.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-victoria-2
Hôtel Victoria Lausanne,,,,Klassiert als 4-Sterne Hotel durch HotellerieSuisse,Avenue de la Gare 46,1001,Lausanne,+41213420202,info@hotelvictoria.ch,https://www.hotelvictoria.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-victoria-4
Hôtel Victoria Delémont,,,,N/A,Place de la Gare 6,2800,Delémont,+41324221757,victo@bluewin.ch,http://www.victoria-delemont.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-victoria-5
Hotel Victoria au Lac Paradiso,,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Via G. Guisan 3,6900,Paradiso,+41919942031,info@victoriahotel.ch,https://www.victoriahotel.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-victoria-au-lac
Hotel Viktoria Gsteig b. Gstaad,,,,Klassiert als 1-Stern Hotel durch HotellerieSuisse,Gsteigstrasse 35,3785,Gsteig,+41919942031,N/A,https://www.victoriahotel.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-garni-viktoria
Hotel Viktoria Weggis,,,,N/A,Rigistrasse 2,6353,Weggis,+41413901128,info@viktoria-weggis.ch,http://www.viktoria-weggis.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-viktoria
Hotel Viktoria - Leukerbad Therme Leukerbad,Golfhotel,,,Klassiert als 3-Sterne Hotel durch HotellerieSuisse,Pfolongstutz 2,3954,Leukerbad,+41274701612,hotel@viktoria-leukerbad.ch,https://www.viktoria-leukerbad.ch,https://www.hotelleriesuisse.ch/de/branche-und-politik/branchenverzeichnis/hotel-hotel-viktoria-leukerbad-therme
